Toronto,129,1,2,-135
Charlotte,111,210.5,211.5,115
Sacramento,104,207,206,190
Brooklyn,99,4.5,5.5,-240
Indiana,105,4.5,5,-200
Atlanta,95,213.5,213,170
Miami,90,201,200,350
Boston,89,8,9,-450
Utah,79,199.5,197,285
OklahomaCity,107,7.5,8,-370
LALakers,122,223.5,225.5,1000
Houston,116,14,15,-2000
Orlando,94,210,210.5,180
Chicago,112,5,5.5,-220
Detroit,93,2,197,105
Dallas,110,196,1.5,-125
Minnesota,112,215,215,-110
Denver,104,2,pk,-110
SanAntonio,93,198,198.5,130
Portland,91,pk,3,-150
Memphis,84,207,204.5,425
GoldenState,97,10.5,10,-600
Phoenix,95,211,215.5,190
LAClippers,108,4,5.5,-240
Toronto,114,2,4,-180
Philadelphia,109,216,217.5,150
Chicago,112,213,216,550
Cleveland,115,11.5,10,-800
Boston,93,2.5,3,-150
NewYork,102,201,203.5,130
Memphis,95,204,3.5,-160
Phoenix,97,pk,203,140
SanAntonio,89,3.5,2,-135
Utah,100,198,195,115
NewYork,101,201,202.5,230
Detroit,104,6,6.5,-280
NewOrleans,111,3.5,6,-250
Orlando,97,220,218,200
Washington,84,5,6.5,-270
Brooklyn,119,211,215.5,220
Dallas,101,195.5,2,-125
Miami,113,pk,195.5,105
Atlanta,117,205,204,500
OklahomaCity,120,10.5,11,-700
LAClippers,128,218,221,600
Houston,118,11.5,12,-900
Charlotte,104,210,209,175
Milwaukee,109,4.5,5,-210
Denver,102,202.5,1.5,-130
Portland,85,1,203,110
LALakers,106,216.5,216,600
GoldenState,113,10,12,-900
Philadelphia,86,219,218,255
Toronto,102,8.5,7.5,-320
Orlando,103,208.5,211.5,650
Washington,130,11.5,12,-1000
Brooklyn,119,215,215.5,400
Indiana,123,10,9.5,-550
Milwaukee,106,210.5,207.5,150
Charlotte,111,1,4.5,-180
Chicago,92,207,204.5,280
Boston,117,6.5,8,-360
Dallas,107,2.5,1.5,-125
Atlanta,112,203,202.5,105
NewOrleans,109,5.5,3,-150
Miami,94,209.5,209,130
LAClippers,112,196.5,197.5,125
Memphis,115,4,3,-145
OklahomaCity,103,197,197.5,105
Utah,89,pk,1.5,-125
Denver,96,219.5,216.5,300
GoldenState,81,10,8,-400
Minnesota,115,8,8,-360
Phoenix,106,215,217,280
Portland,95,202.5,200.5,140
LALakers,92,2,3,-160
SanAntonio,108,8.5,6,-260
Sacramento,99,195,196,210
Philadelphia,105,212,1,-120
NewYork,98,1.5,211.5,100
Cleveland,92,221,216,150
GoldenState,99,5,4,-180
Washington,111,204.5,208.5,150
Boston,103,4.5,4,-180
Houston,107,3.5,219.5,120
OklahomaCity,112,216.5,2.5,-140
Minnesota,121,4.5,6,-250
LALakers,104,214.5,216,200
Toronto,93,5.5,6,-250
Dallas,98,207,209.5,200
Indiana,83,208.5,207.5,110
Detroit,107,2,2,-130
Orlando,89,208,204.5,300
Miami,107,3,8.5,-400
Chicago,115,211,211.5,250
Milwaukee,106,6.5,7.5,-310
Brooklyn,97,208.5,207,575
SanAntonio,109,12,11.5,-850
Utah,83,205.5,204,210
Denver,107,6,6,-260
Memphis,97,206,1.5,-120
Phoenix,99,pk,204.5,100
Sacramento,95,204.5,205.5,190
LAClippers,122,5,5.5,-240
Boston,102,1,1,-111
Charlotte,91,206,206.5,-109
Dallas,98,206.5,202.5,144
Indiana,94,5.5,3.5,-165
Washington,99,6,5.5,-215
Atlanta,113,211.5,214,180
Brooklyn,113,220.5,222.5,351
NewOrleans,128,10,9,-450
NewYork,87,207,208,105
Chicago,92,pk,1.5,-125
Toronto,107,211,209.5,148
OklahomaCity,124,2.5,3.5,-170
Denver,125,214.5,211.5,160
Minnesota,128,5,4.5,-185
Cleveland,95,10,9.5,-525
Sacramento,109,207.5,208,400
Memphis,109,198.5,202,140
LALakers,99,1.5,3.5,-160
Utah,101,205.5,203.5,534
GoldenState,126,12,11,-750
Detroit,89,5.5,4,-180
Orlando,102,201.5,205.5,150
Houston,98,2,1.5,-120
Boston,99,215.5,216,100
Minnesota,96,214,212,160
Milwaukee,102,2.5,4.5,-190
NewYork,107,201,199,450
SanAntonio,119,10.5,10,-650
Philadelphia,110,208,2.5,-145
Portland,114,2.5,207,125
Houston,103,1,1.5,-125
Washington,121,220.5,223.5,105
Atlanta,98,215,218,500
Toronto,111,11,11,-700
Indiana,107,209,206.5,135
Chicago,119,3,3,-155
Milwaukee,97,210.5,208.5,220
OklahomaCity,95,8,6.5,-270
Dallas,128,211,213,235
NewOrleans,120,6,7,-290
Brooklyn,111,206,204,200
Miami,87,7,6,-250
Phoenix,111,209,210.5,120
Sacramento,101,1,2.5,-140
LAClippers,121,3,3,-155
LALakers,106,214.5,218,135
Charlotte,111,212.5,211.5,450
GoldenState,100,11,10,-650
NewYork,105,215,216.5,180
NewOrleans,103,5.5,5.5,-220
Miami,117,1,1.5,-125
Orlando,111,205,206,105
SanAntonio,79,4,4.5,-190
Detroit,93,195.5,197.5,160
Portland,89,3.5,2,-135
Atlanta,104,206.5,204,115
Cleveland,101,3.5,3,-155
Utah,104,207.5,207.5,135
Memphis,128,205.5,206.5,900
GoldenState,141,13.5,14.5,-1600
Philadelphia,107,216,213,240
Denver,102,5,7,-300
Chicago,110,212,211,280
Washington,114,6.5,8,-360
Minnesota,107,2.5,3,-150
Indiana,90,209.5,208.5,130
Brooklyn,105,210,209.5,375
Boston,108,10.5,9.5,-500
Dallas,116,202,204,280
OklahomaCity,113,6,8,-360
Memphis,114,194,192,110
Sacramento,96,2.5,2,-130
LALakers,142,227.5,226.5,1000
Houston,148,14.5,15,-2000
Charlotte,98,213,211,115
LAClippers,106,1,2,-135
Philadelphia,123,3,3.5,-160
Phoenix,110,220,221,140
Orlando,95,217,219,105
Brooklyn,98,2,1.5,-125
Milwaukee,127,214,213,200
Toronto,131,6.5,6,-250
LALakers,96,218,214,425
Minnesota,114,10,10,-600
Portland,124,207.5,202,130
Chicago,120,1,3,-150
Portland,110,210.5,216,375
Cleveland,127,8,8.5,-500
SanAntonio,100,4,5,-220
NewYork,91,198.5,200,180
Atlanta,103,218.5,217,-105
Phoenix,104,pk,1,-115
Charlotte,131,3.5,4,-180
Sacramento,111,205,205,150
Memphis,105,204,206.5,210
LAClippers,113,5,6,-260
NewYork,103,209.5,213.5,350
Washington,121,7.5,9.5,-450
SanAntonio,106,204,207.5,160
Philadelphia,112,1,4.5,-190
Houston,116,8,7.5,-330
Orlando,98,220,217,260
Minnesota,97,5.5,6,-260
Brooklyn,98,214.5,211,210
Detroit,104,194.5,198.5,165
Miami,111,3,4.5,-195
Indiana,101,208,209,260
Milwaukee,122,7.5,7.5,-330
Toronto,124,3.5,4.5,-190
Chicago,115,217,216.5,160
Cleveland,88,213,212.5,130
Boston,102,2.5,3,-150
GoldenState,125,8,9,-360
Dallas,122,215,220.5,280
Phoenix,111,218,218.5,600
Denver,134,11,12,-900
NewOrleans,108,208.5,212,-105
Utah,98,1,1,-115
OklahomaCity,133,6,5.5,-250
LALakers,96,213,214.5,200
GoldenState,124,3.5,4.5,-190
Houston,114,226,231.5,160
OklahomaCity,127,1,1,-120
LAClippers,117,213,212.5,100
NewYork,103,200.5,201.5,215
Miami,107,5,6.5,-265
Detroit,78,209,210.5,180
Philadelphia,114,6,5,-220
Minnesota,84,205,210.5,140
Boston,91,4,3.5,-160
Toronto,129,1,216.5,-110
Milwaukee,110,215.5,pk,-110
Chicago,127,214,210.5,150
Dallas,124,4,4,-180
Phoenix,89,211.5,209.5,600
SanAntonio,103,12.5,11.5,-900
Utah,91,205,208.5,225
Denver,99,6.5,6.5,-275
Washington,102,4.5,4.5,-190
Memphis,100,206.5,205,160
Atlanta,89,208,208,270
Portland,110,7,7.5,-340
Charlotte,108,2,2.5,-140
LALakers,94,215.5,216.5,120
GoldenState,121,7,8,-400
LAClippers,105,226,225,300
Boston,87,4.5,3,-150
Brooklyn,85,208,205,130
Chicago,86,214.5,212,210
Indiana,125,4.5,6,-260
Cleveland,131,8.5,9,-450
Orlando,127,221,221,350
Houston,101,4,6,-250
Detroit,108,213,211.5,200
Milwaukee,110,214.5,213.5,140
Washington,103,4.5,3.5,-160
NewOrleans,98,218,218,100
Minnesota,116,2,1.5,-120
Denver,98,5,8.5,-350
Sacramento,106,207,206,275
Utah,102,197,196,140
Miami,103,4.5,3.5,-160
NewYork,100,207,203.5,180
Dallas,96,4,5,-220
OklahomaCity,100,9.5,8.5,-425
Phoenix,114,219,222,325
SanAntonio,110,2,195.5,100
Portland,111,198,1.5,-120
Atlanta,113,216.5,216,145
LALakers,132,3.5,3.5,-170
Milwaukee,96,214,215.5,100
Indiana,109,1.5,1.5,-120
Toronto,114,7.5,7.5,-310
Brooklyn,113,217,217.5,252
Cleveland,99,1,223,-115
Minnesota,127,219,1,-105
Houston,116,5,6,-235
Chicago,107,222,220,195
Detroit,109,213,211,215
NewOrleans,112,7,6.5,-260
SanAntonio,107,6,5,-215
Sacramento,100,198.5,199.5,180
Atlanta,107,212.5,214.5,160
LAClippers,108,4,4.5,-185
Denver,114,225,227.5,447
GoldenState,124,10,10,-600
Miami,90,208,204.5,150
Toronto,89,7,3.5,-180
Portland,117,204.5,204.5,300
OklahomaCity,106,8.5,8,-400
Orlando,99,212.5,215.5,270
Dallas,114,6,7.5,-340
Sacramento,86,212.5,213.5,290
LALakers,99,6.5,8,-380
Miami,114,207,202.5,150
Indiana,106,4.5,4,-180
Utah,107,204.5,208.5,280
Washington,104,7.5,8,-360
Dallas,115,208,210,235
Charlotte,111,5,6.5,-290
Detroit,114,1.5,2,-130
Brooklyn,80,204,206,110
Chicago,122,208,208,175
NewYork,119,4,5,-210
Orlando,103,217.5,218.5,500
Milwaukee,110,9.5,10.5,-700
NewOrleans,102,1,211,-105
Memphis,105,209,1,-115
Portland,112,214,217,240
Houston,121,9,7,-300
OklahomaCity,88,209.5,212.5,150
Minnesota,104,3.5,4,-180
Atlanta,110,215.5,216,375
Denver,97,9.5,9.5,-500
LAClippers,125,227,219,600
GoldenState,106,16.5,12,-900
Cleveland,99,2.5,2.5,-150
Toronto,133,218.5,221,130
LAClippers,121,2,3.5,-170
Sacramento,115,209,212.5,145
SanAntonio,81,2.5,2,-135
LALakers,93,209.5,211.5,115
Boston,114,1.5,1.5,-130
Philadelphia,103,205.5,211.5,110
Cleveland,95,1,1.5,-125
Indiana,97,223,221.5,105
Utah,88,207.5,206.5,170
Charlotte,99,4,4.5,-200
Orlando,119,217,218,550
Washington,125,10,11,-800
Brooklyn,110,211,211,130
Atlanta,105,2.5,2.5,-150
NewYork,108,209,209.5,350
Minnesota,118,9,9,-450
Portland,113,218,219.5,155
NewOrleans,119,2,3.5,-185
GoldenState,108,5,4.5,-200
Milwaukee,94,222,221.5,170
Memphis,78,208.5,203.5,230
Denver,87,7.5,6.5,-280
Houston,112,7.5,7.5,-350
Phoenix,95,227.5,231.5,275
LALakers,107,215.5,213.5,170
Dallas,101,4,4.5,-200
Sacramento,105,215.5,216.5,250
LAClippers,126,7.5,7,-310
OklahomaCity,101,2,2,-130
Charlotte,91,211.5,211.5,110
Brooklyn,113,215,215,360
Washington,119,9.5,9,-470
GoldenState,127,3.5,5.5,-210
Toronto,125,224.5,227,175
Detroit,105,207,1,-120
Chicago,107,1,209.5,100
Denver,80,206.5,208,260
SanAntonio,112,7.5,7.5,-330
Milwaukee,79,205,204.5,105
Miami,97,2.5,1.5,-125
NewOrleans,123,1,2.5,-135
NewYork,118,217,218,115
Indiana,120,5,3.5,-170
Phoenix,97,218,219.5,145
Portland,103,212.5,213.5,200
Minnesota,120,5.5,6,-250
Charlotte,118,203.5,203,130
Detroit,107,3,3,-150
Toronto,111,218,2,-130
Philadelphia,117,pk,220,110
Milwaukee,104,214,212.5,180
Washington,95,5.5,5,-220
SanAntonio,99,8.5,5.5,-240
Atlanta,102,205.5,202,190
NewYork,119,208.5,211.5,140
Brooklyn,104,pk,3.5,-160
Miami,111,206.5,206.5,100
Chicago,119,1.5,1.5,-120
LALakers,114,203,204,150
Memphis,123,2,4,-180
GoldenState,118,4,5.5,-240
Cleveland,108,230,234,190
Sacramento,88,209.5,209,700
OklahomaCity,95,12,12,-1100
Indiana,109,205.5,207.5,170
Utah,94,4,4.5,-200
Houston,102,2.5,5,-200
LAClippers,113,229.5,229,170
Minnesota,102,7,8.5,-400
Orlando,108,216,218,300
NewOrleans,116,213,214,180
Boston,113,4.5,5.5,-220
Dallas,102,212,210.5,230
Denver,105,5.5,6.5,-280
Phoenix,111,219,216.5,450
Portland,118,10.5,11,-650
Washington,109,211.5,215.5,105
Charlotte,133,1,1.5,-125
Detroit,91,214,212,350
Toronto,96,8.5,8.5,-450
SanAntonio,100,7.5,5,-220
Brooklyn,95,205,204,180
NewOrleans,93,3.5,2.5,-140
Atlanta,94,220,218.5,120
Miami,106,201.5,202.5,160
Milwaukee,101,4,4.5,-190
NewYork,99,201,2.5,-135
Memphis,105,1,202.5,115
GoldenState,119,10,8.5,-440
Chicago,112,230,232.5,340
LALakers,90,215.5,216,400
OklahomaCity,114,10,9.5,-550
Utah,120,3.5,4,-180
Sacramento,105,201.5,203.5,150
Denver,104,221,219,150
LAClippers,109,2.5,4,-180
Orlando,103,222,227,625
Cleveland,104,10.5,11.5,-950
Philadelphia,89,211,204,130
Boston,80,3.5,3,-150
Minnesota,98,222.5,224,175
Houston,116,4.5,5,-210
Indiana,86,213.5,214,160
Portland,100,3.5,4.5,-190
SanAntonio,83,207,203.5,200
Toronto,86,5,6,-250
Miami,95,2.5,3.5,-165
Brooklyn,101,205.5,206.5,142
Washington,122,207.5,208.5,100
Detroit,112,pk,1,-120
Sacramento,88,202,202,200
Memphis,106,6,6,-250
Phoenix,108,218,219.5,375
Denver,100,9,9.5,-500
NewYork,117,203.5,201,185
Utah,115,4,5.5,-230
Indiana,86,3.5,2.5,-135
LALakers,99,214,213.5,115
OklahomaCity,148,222,219.5,130
Cleveland,124,4,3,-150
Chicago,113,214,216.5,110
Atlanta,97,pk,2,-130
Memphis,104,211,209.5,350
NewOrleans,111,8.5,9,-450
Miami,106,205,200.5,240
Charlotte,105,5,7,-300
Milwaukee,94,213,208.5,260
Philadelphia,116,6.5,7.5,-330
GoldenState,108,4.5,3,-150
Houston,116,234,238.5,130
LAClippers,113,211.5,212.5,125
Utah,125,2.5,2.5,-145
Toronto,109,215.5,1.5,-125
Minnesota,115,3,212.5,105
Dallas,108,209,210,180
Portland,117,5,5,-220
Orlando,103,208,209.5,500
Boston,95,10.5,10.5,-700
NewYork,107,1.5,2,-130
LALakers,127,213.5,214.5,110
Brooklyn,101,207.5,209,210
Detroit,100,5.5,6,-260
Indiana,94,199.5,200.5,200
SanAntonio,86,5.5,6,-250
Sacramento,107,209,212,450
Charlotte,112,9,10.5,-650
Utah,90,2.5,2.5,-145
Atlanta,104,205,204.5,125
Chicago,128,224.5,226,230
NewOrleans,132,5.5,6.5,-280
Miami,90,214.5,213,550
Houston,99,10,11,-800
Philadelphia,101,2.5,3,-150
Memphis,105,207.5,202.5,130
Phoenix,105,211.5,215,180
Milwaukee,109,4,5.5,-220
Washington,75,1.5,2,-125
Dallas,98,214,212,105
Portland,101,212,210.5,135
Denver,104,2.5,3,-155
Minnesota,126,1.5,220,115
LAClippers,118,219.5,2.5,-135
Sacramento,105,213,211,256
Orlando,99,6,7.5,-315
Cleveland,102,207.5,2.5,-140
SanAntonio,114,2,210,120
Brooklyn,108,213.5,210.5,410
OklahomaCity,109,10,9.5,-540
NewYork,112,226.5,227,1284
GoldenState,123,14,16.5,-3000
Boston,107,4.5,5,-215
LALakers,108,207,206,180
Chicago,101,219.5,217,200
Philadelphia,115,5,5.5,-250
NewOrleans,101,222.5,223,120
Charlotte,96,1.5,2.5,-140
Utah,98,201,199.5,110
Detroit,95,3,2,-130
Phoenix,101,216,213.5,235
Indiana,116,8,6.5,-290
Toronto,108,6,6.5,-280
Atlanta,93,214,214,230
SanAntonio,108,192,1.5,-120
Memphis,85,pk,191,100
Houston,104,5.5,6.5,-280
Dallas,97,217,217,230
Minnesota,114,214,211,135
Portland,123,2,3,-155
Boston,113,214.5,214,140
LAClippers,102,1,3.5,-160
Sacramento,89,201.5,201,360
Miami,88,10,9.5,-470
Washington,112,212.5,214,180
OklahomaCity,121,4.5,5,-220
NewYork,118,214,211.5,230
Denver,130,4.5,7,-280
Minnesota,113,227,229.5,700
GoldenState,126,12.5,12.5,-1100
Atlanta,110,209,212,230
Charlotte,121,7,7,-280
Indiana,108,222,223,220
Cleveland,115,4,6,-270
Utah,97,207,209,320
Toronto,93,7,8,-420
Houston,113,3,4.5,-200
NewOrleans,115,229.5,228,170
Brooklyn,91,213.5,212.5,220
Milwaukee,116,5.5,6,-270
LAClippers,109,3,4.5,-190
Memphis,100,210,212,160
LALakers,108,218,222.5,150
Chicago,103,4,4,-180
Philadelphia,97,205,199.5,135
SanAntonio,78,3.5,3.5,-155
Portland,107,1,1.5,-125
Dallas,93,208.5,208.5,105
NewYork,107,2.5,1.5,-130
Phoenix,85,221,220,110
OklahomaCity,121,3,3.5,-180
Detroit,108,206,206.5,150
Orlando,112,213.5,213.5,210
Indiana,114,7,6,-260
Washington,129,5,3.5,-170
Atlanta,104,210.5,211,145
Charlotte,91,203,207.5,145
Miami,95,4,4,-170
Boston,105,222.5,219.5,525
GoldenState,109,9.5,11,-750
Brooklyn,97,216.5,215.5,525
Minnesota,111,9.5,11,-750
Dallas,89,207.5,209,280
Denver,91,7,8,-360
Phoenix,102,227,225.5,1000
Houston,113,14,14.5,-2000
Milwaukee,110,214,2.5,-145
Chicago,96,pk,215,125
LAClippers,112,227.5,227.5,115
NewOrleans,103,pk,2,-135
LALakers,111,218,217.5,500
Toronto,123,10,10.5,-700
Detroit,104,215.5,219,280
Cleveland,121,8,7.5,-360
Philadelphia,112,213,215,140
OklahomaCity,122,3.5,3,-160
Sacramento,98,192.5,198,600
SanAntonio,113,10,11.5,-900
Charlotte,96,215,211,105
Indiana,105,2.5,1.5,-125
Minnesota,100,6.5,6.5,-270
Atlanta,105,215.5,213,220
Phoenix,109,207,206,290
Memphis,120,8,8,-380
Philadelphia,95,211,208.5,200
Milwaukee,107,3,6,-250
Miami,95,1,2,-130
Dallas,88,196,196,110
Boston,111,203.5,206,100
Denver,110,1,1.5,-120
OklahomaCity,96,4.5,3.5,-160
Washington,102,219.5,216,140
Brooklyn,95,216,214.5,200
NewYork,111,4.5,5.5,-250
Minnesota,104,218,218.5,225
Toronto,109,5.5,6.5,-275
Cleveland,114,2,6,-260
Detroit,125,218.5,219.5,210
Orlando,107,222,220,800
Houston,114,12.5,13,-1400
Sacramento,114,214,216,400
NewOrleans,103,8,9.5,-550
Denver,104,201,203,235
SanAntonio,106,6,7,-290
GoldenState,99,7,8,-400
Utah,129,217.5,215.5,300
Portland,104,220,3,-155
LAClippers,96,2,221.5,135
Memphis,101,205,200.5,300
Indiana,105,6,8.5,-400
LALakers,105,2.5,3,-150
Orlando,127,216.5,216,130
Philadelphia,108,5.5,8,-370
Brooklyn,116,211,213,285
Miami,89,213,217.5,125
Cleveland,91,3.5,2.5,-145
Charlotte,123,3,2.5,-140
Atlanta,110,211,210.5,120
NewYork,73,208,201.5,190
Boston,103,9,5.5,-240
Chicago,108,214,211.5,290
Portland,124,7,8,-380
Dallas,88,4.5,2.5,-140
Phoenix,102,209,211.5,120
Toronto,119,4,4,-190
Washington,122,213,215,160
Memphis,102,203,201.5,320
Detroit,104,8,8.5,-420
Houston,102,212,2.5,-145
SanAntonio,91,pk,208.5,125
Milwaukee,89,212.5,208.5,210
Minnesota,108,5.5,6,-260
OklahomaCity,124,1.5,1.5,-125
Denver,127,212,218.5,105
Indiana,126,211,210,145
Charlotte,133,2.5,3.5,-170
Atlanta,110,203.5,199.5,240
Boston,119,9.5,7,-300
Portland,105,214.5,215.5,170
Toronto,130,4.5,4.5,-200
LALakers,102,216.5,217.5,-105
Brooklyn,99,1.5,1,-115
Miami,97,201.5,203,150
Philadelphia,103,4.5,4,-180
NewYork,90,208,209,160
Milwaukee,92,4.5,4.5,-190
Utah,129,5.5,6,-260
Phoenix,97,210.5,210.5,210
NewOrleans,114,220,224.5,220
OklahomaCity,100,6.5,6.5,-270
GoldenState,119,12.5,14,-1400
Sacramento,104,221,224.5,800
Chicago,103,221,221,350
LAClippers,113,8,8.5,-450
Washington,115,3.5,5,-200
Orlando,98,217,214,170
Philadelphia,92,211.5,210.5,100
Indiana,100,2.5,1,-120
Miami,107,197,200.5,170
Detroit,111,2,4.5,-200
Houston,120,3.5,3.5,-165
Cleveland,88,230,231.5,142
NewOrleans,107,220.5,222.5,300
Minnesota,118,7.5,8,-400
Utah,120,195,195.5,220
SanAntonio,111,6,6.5,-270
GoldenState,108,5.5,5,-220
Denver,115,229,231.5,180
Dallas,106,4.5,4.5,-190
Sacramento,99,202,201.5,160
Atlanta,99,211,210.5,180
NewYork,96,5,5.5,-220
Milwaukee,109,4.5,5,-200
Brooklyn,94,208.5,207.5,170
Memphis,86,208,209,600
Toronto,101,12,11,-900
Portland,96,202,1.5,-125
Boston,97,1.5,200,105
LALakers,108,218.5,220,400
OklahomaCity,104,10,9.5,-550
Charlotte,115,6,6.5,-275
Phoenix,110,219,220,225
Portland,91,210.5,210,130
Detroit,111,2,3,-150
Washington,111,212.5,3,-150
Indiana,102,2,211,130
Orlando,111,205.5,205.5,325
Miami,109,7,8.5,-425
Utah,133,213.5,216,-110
NewOrleans,109,2,pk,-110
Charlotte,104,218.5,217,150
Denver,121,5.5,4,-180
Chicago,98,211,211.5,110
Sacramento,104,1,2,-130
Dallas,101,212.5,214.5,220
LAClippers,104,6,6,-270
Cleveland,98,7,6.5,-300
Orlando,116,221,227,240
Houston,123,10.5,11.5,-850
Brooklyn,113,218,218,575
Milwaukee,103,1.5,208.5,105
NewYork,89,205,1.5,-125
Memphis,82,204.5,203.5,140
Atlanta,108,2,3.5,-160
Boston,91,206.5,208.5,175
Toronto,111,5,5,-210
Washington,102,213.5,212.5,230
Philadelphia,115,4.5,6.5,-280
Phoenix,93,217.5,217.5,280
LALakers,112,8,7.5,-360
OklahomaCity,125,229,231,425
GoldenState,105,10,10,-600
Brooklyn,106,208,211.5,375
Detroit,115,9.5,9.5,-500
Houston,109,5,4.5,-195
Miami,101,210.5,207.5,165
Minnesota,138,220,3.5,-160
Cleveland,140,pk,225.5,140
Utah,92,7.5,7,-300
Memphis,88,201,198.5,240
SanAntonio,129,11,10.5,-650
Phoenix,81,203,202.5,450
Atlanta,98,214,1.5,-125
Orlando,100,1,210,105
NewYork,88,209,213.5,850
Toronto,113,15,14,-1500
Boston,110,1,2,-135
Washington,104,205,204,115
Charlotte,103,214,212.5,145
Portland,109,4,3.5,-170
OklahomaCity,81,3,212,105
LALakers,106,215,1.5,-125
Dallas,103,221,221.5,850
GoldenState,121,13,14.5,-1500
NewOrleans,82,221.5,222,200
Philadelphia,100,5.5,6,-250
LAClippers,108,217,221,145
Detroit,95,3,3.5,-170
Cleveland,123,2,2,-135
Atlanta,107,216.5,212.5,115
Indiana,97,204.5,203.5,155
Boston,91,5,4,-185
Milwaukee,85,198.5,198.5,105
Miami,91,1.5,1.5,-125
Minnesota,113,6.5,7.5,-340
Chicago,114,215.5,216,270
Denver,104,222,223,300
Houston,130,8.5,8,-400
Charlotte,94,208.5,205.5,220
Utah,106,4.5,6.5,-270
Portland,118,6.5,5,-220
Sacramento,100,208.5,206.5,180
NewOrleans,138,1.5,2.5,-140
Brooklyn,128,221,220.5,120
Milwaukee,111,5,5,-220
Orlando,104,207,208.5,180
LAClippers,98,217.5,218,180
Philadelphia,112,2.5,5,-220
Washington,101,5,5.5,-230
Chicago,90,214,213,185
SanAntonio,105,216.5,218.5,525
GoldenState,122,11,10.5,-750
LALakers,123,213,213.5,145
Dallas,130,2.5,3.5,-170
Denver,123,7.5,7.5,-325
Phoenix,113,219.5,222,260
Toronto,123,3,3.5,-155
Charlotte,103,214.5,218,135
Cleveland,121,212,212.5,160
Boston,99,4,4.5,-190
Detroit,115,3.5,3.5,-170
Atlanta,118,210,208.5,145
NewYork,113,208,210,280
Indiana,121,9.5,7.5,-360
Sacramento,106,212,210,750
Minnesota,111,13.5,13,-1200
Memphis,92,205.5,199.5,160
OklahomaCity,110,8,4.5,-190
Dallas,97,216.5,214.5,1000
Houston,104,13.5,15,-2000
Utah,115,204.5,206,145
Portland,96,3.5,3.5,-170
NewYork,92,208,209,525
Philadelphia,108,11.5,11.5,-750
NewOrleans,118,219,221.5,140
Detroit,103,3,3.5,-160
LAClippers,114,4.5,4.5,-200
Brooklyn,101,218,221.5,170
Orlando,101,214,212,175
Chicago,105,4.5,5,-210
SanAntonio,99,196.5,197.5,150
Utah,101,4.5,4,-180
Phoenix,83,228,231,1300
GoldenState,129,15.5,16,-3500
Miami,112,206,204.5,300
Toronto,115,8,8,-400
Atlanta,92,207,208,250
Milwaukee,97,7.5,7,-310
Houston,126,2.5,3.5,-160
Minnesota,108,222.5,223.5,140
Cleveland,120,222,223,140
OklahomaCity,112,2,3.5,-160
Sacramento,114,204,206,230
Dallas,109,6.5,7,-280
SanAntonio,109,207.5,208,230
Denver,117,7,7,-280
Atlanta,98,212,207.5,500
Detroit,104,8.5,10,-700
Miami,102,201,202.5,145
Philadelphia,104,6.5,4,-170
Charlotte,104,5.5,6,-260
Orlando,102,213,212,210
Indiana,108,4.5,3.5,-160
Brooklyn,103,214.5,212.5,140
Washington,118,5,4.5,-190
NewYork,113,205,210.5,160
Toronto,122,7,7,-290
Chicago,98,217,219,235
Sacramento,91,216.5,215,1000
Houston,100,15.5,14.5,-2000
LAClippers,129,208,212,170
Boston,119,5,5,-200
LALakers,117,224,231,185
NewOrleans,139,5.5,5.5,-230
OklahomaCity,121,4,4.5,-200
Memphis,114,207.5,208,170
Phoenix,97,209.5,212,525
Utah,107,11.5,11,-750
GoldenState,117,6,6.5,-270
Portland,123,226,228.5,220
Denver,134,212,214.5,110
Milwaukee,123,3,2,-130
LALakers,111,222.5,227.5,450
Minnesota,119,10,10,-650
Brooklyn,96,213.5,216,320
Charlotte,111,7.5,8.5,-420
NewYork,120,211,216,140
Orlando,113,3,3.5,-160
Washington,110,220,222,240
Cleveland,103,5,6.5,-300
Philadelphia,116,5,7,-300
Chicago,115,214.5,213.5,240
OklahomaCity,110,7.5,8,-360
Sacramento,107,213,214.5,280
LAClippers,127,233,234.5,525
GoldenState,134,11,11,-750
Boston,110,1,2,-135
Detroit,98,204.5,208,115
Atlanta,93,211,209,255
Indiana,116,8,7,-320
Charlotte,122,212,211,150
Washington,105,3.5,3.5,-180
Milwaukee,122,215,216,280
Toronto,119,8.5,7,-360
Miami,123,214,215.5,115
NewOrleans,124,3,2,-135
Cleveland,112,5.5,5,-230
Memphis,89,212,214,185
Minnesota,102,226,223,300
Houston,120,7.5,8,-400
SanAntonio,119,211,211.5,145
Denver,122,3.5,4,-170
Portland,100,206.5,207.5,160
Utah,81,3.5,4.5,-190
LAClippers,128,4.5,5.5,-240
Phoenix,117,224.5,230.5,190
Dallas,102,224,221.5,165
LALakers,124,3.5,4.5,-195
Orlando,105,215.5,216.5,425
Philadelphia,116,10,10,-600
Boston,121,4.5,6,-260
NewYork,112,208,211.5,210
Memphis,89,195,198.5,400
Miami,115,7,9.5,-550
OklahomaCity,80,233.5,233.5,450
GoldenState,112,9.5,10,-650
Dallas,90,206,204,425
Utah,97,7.5,10,-600
Portland,106,5.5,6.5,-280
Phoenix,104,220,222,230
Chicago,104,218.5,219.5,275
Minnesota,122,8.5,7.5,-350
LALakers,113,1.5,1.5,-125
Sacramento,108,220,221,105
Detroit,98,214.5,212,155
Charlotte,114,4,4.5,-185
NewOrleans,123,221.5,220,155
